Production ID,Production Date,Factory,Production Line,Shift,Machine ID,Machine Type,Operator ID,Product Category,Planned Production,Actual Production,Defective Units,Downtime (Minutes),Production Hours,Energy Consumption (kWh),Maintenance Cost ($),Unit Production Cost ($),Temperature (°C),Humidity (%),Quality Inspection Score
P00715,2025-09-15,Factory A,Line C,Morning,M118,Manual,OP1062,Microwave,368,351,1,89.0,10,580,1600.65,437.73,34.5,80,97.1
P00716,2025-09-09,Factory A,Line D,Night,M135,Automatic,OP1005,Washing Machine,491,448,1,78.0,9,1022,1866.87,395.14,20.6,61,93.4
P00717,2025-08-16,Factory C,Line A,Afternoon,M107,Manual,OP1036,Television,241,249,19,94.0,8,640,2109.46,385.5,24.3,80,66.8
P00718,2025-09-22,Factory A,Line D,Afternoon,M104,Automatic,OP1025,Air Conditioner,480,449,9,93.0,10,385,514.2,43.92,30.2,79,80.2
P00719,2025-06-09,Factory B,Line C,Morning,M122,Semi-Automatic,OP1073,Refrigerator,268,283,18,119.0,12,390,379.03,63.49,32.6,46,72.7
P00720,2025-03-28,Factory A,Line B,Night,M124,Semi-Automatic,OP1011,Television,500,513,19,107.0,9,1065,1914.0,81.41,19.1,80,71.5
P00721,2025-10-17,Factory B,Line D,Morning,M113,Semi-Automatic,OP1026,Television,322,320,9,33.0,12,570,321.79,175.94,25.3,84,85.7
P00722,2025-01-19,Factory C,Line D,Morning,M135,Manual,OP1027,Microwave,410,404,22,82.0,10,512,921.23,436.61,29.0,82,91.8
P00723,2025-04-18,Factory B,Line B,Afternoon,M117,Automatic,OP1015,Air Conditioner,226,176,10,80.0,9,786,435.56,274.4,25.4,59,86.3
P00724,2025-12-26,Factory A,Line C,Morning,M111,Semi-Automatic,OP1061,Washing Machine,197,171,5,82.0,8,491,2291.56,155.17,27.3,46,90.1
P00725,2025-10-31,Factory C,Line D,Night,M126,Semi-Automatic,OP1032,Washing Machine,404,361,23,47.0,10,794,1728.53,152.57,37.4,49,90.5
P00726,2025-08-04,Factory B,Line C,Night,M126,Manual,OP1004,Television,439,441,32,21.0,10,911,2416.57,425.71,22.0,71,90.1
P00727,2025-01-28,Factory A,Line C,Morning,M123,Semi-Automatic,OP1051,Television,246,219,14,0.0,9,505,2219.09,153.04,19.6,50,94.3
P00728,2025-05-06,Factory A,Line C,Morning,M131,Automatic,OP1045,Refrigerator,403,407,30,70.0,12,1015,609.98,225.73,25.5,64,88.2
P00729,2025-03-07,Factory B,Line B,Afternoon,M121,Semi-Automatic,OP1087,Microwave,229,195,12,68.0,8,655,1271.94,339.68,29.7,49,95.4
P00730,2025-07-08,Factory B,Line C,Night,M101,Manual,OP1077,Microwave,271,256,2,82.0,9,441,1299.88,43.81,24.0,40,73.6
P00731,2025-03-19,Factory B,Line C,Afternoon,M131,Automatic,OP1034,Microwave,272,233,5,20.0,12,998,1341.64,70.23,34.1,57,87.4
P00732,2025-01-07,Factory A,Line C,Morning,M137,Manual,OP1050,Microwave,231,195,0,62.0,12,732,1951.26,153.76,23.2,75,64.6
P00733,2025-07-10,Factory B,Line C,Night,M124,Automatic,OP1023,Microwave,410,361,17,97.0,12,1191,1719.33,88.91,24.7,80,83.6
P00734,2025-11-11,Factory C,Line D,Afternoon,M104,Semi-Automatic,OP1037,Refrigerator,281,231,3,111.0,12,771,981.05,402.9,31.7,51,77.0
P00735,2025-10-05,Factory B,Line B,Afternoon,M123,Semi-Automatic,OP1003,Microwave,331,343,10,38.0,8,910,368.04,336.06,28.6,60,69.9
P00736,2025-02-18,Factory A,Line B,Night,M132,Semi-Automatic,OP1036,Washing Machine,223,170,7,88.0,9,1145,2268.59,421.21,34.4,71,78.3
P00737,2025-07-10,Factory A,Line B,Night,M107,Semi-Automatic,OP1066,Refrigerator,219,193,10,118.0,10,732,1061.78,103.17,32.9,81,86.1
P00738,2025-03-01,Factory A,Line C,Afternoon,M140,Manual,OP1070,Television,220,180,11,102.0,8,683,1476.01,116.46,36.7,52,89.9
P00739,2025-09-14,Factory C,Line A,Night,M126,Automatic,OP1087,Washing Machine,275,255,8,0.0,12,512,144.93,201.09,20.6,52,78.5
P00740,2025-04-24,Factory A,Line A,Night,M121,Automatic,OP1009,Air Conditioner,342,345,9,93.0,12,902,1109.84,277.97,28.8,65,97.2
P00741,2025-06-24,Factory B,Line C,Afternoon,M110,Semi-Automatic,OP1096,Microwave,186,158,3,68.0,9,989,1036.15,196.25,31.2,71,98.7
P00742,2025-06-26,Factory A,Line B,Night,M134,Semi-Automatic,OP1039,Washing Machine,429,373,24,40.0,12,990,1221.71,91.26,29.7,74,74.1
P00743,2025-01-12,Factory B,Line D,Morning,M125,Manual,OP1017,Microwave,400,362,19,108.0,8,399,1049.8,114.8,20.2,53,67.1
P00744,2025-10-09,Factory B,Line C,Morning,M127,Manual,OP1036,Washing Machine,261,225,11,80.0,8,980,2223.42,433.1,33.2,55,80.1
P00745,2025-04-26,Factory B,Line D,Afternoon,M119,Semi-Automatic,OP1021,Television,452,417,25,36.0,8,845,2091.68,349.25,31.1,78,96.3
P00746,2025-12-01,Factory B,Line D,Afternoon,M113,Manual,OP1004,Air Conditioner,376,317,7,17.0,8,913,1469.4,198.73,18.5,74,70.0
P00747,2025-12-17,Factory A,Line C,Morning,M139,Manual,OP1050,Air Conditioner,471,426,32,110.0,9,1170,2291.7,219.55,32.5,50,67.0
P00748,2025-03-09,Factory B,Line A,Morning,M114,Manual,OP1060,Microwave,282,256,7,87.0,12,547,2012.21,438.44,28.0,42,92.1
P00749,2025-05-06,Factory B,Line A,Morning,M103,Manual,OP1087,Microwave,349,344,27,66.0,12,1182,1024.76,357.79,37.2,80,81.5
P00750,2025-01-13,Factory B,Line D,Night,M104,Semi-Automatic,OP1051,Refrigerator,490,437,23,51.0,12,738,1989.82,69.04,34.9,83,93.0
P00751,2025-07-07,Factory B,Line C,Morning,M116,Semi-Automatic,OP1027,Washing Machine,237,231,3,42.0,8,769,2258.07,233.92,22.9,51,73.7
P00752,2025-08-19,Factory C,Line C,Night,M118,Manual,OP1005,Television,407,380,4,66.0,10,326,630.45,182.61,25.3,53,72.3
P00753,2025-11-21,Factory B,Line D,Night,M129,Manual,OP1038,Television,261,204,4,18.0,10,1179,1022.14,295.62,18.6,48,83.3
P00754,2025-01-07,Factory B,Line C,Night,M133,Manual,OP1067,Microwave,255,196,15,79.0,9,652,1645.24,274.53,28.0,68,75.0
P00755,2025-09-26,Factory B,Line B,Afternoon,M125,Automatic,OP1086,Refrigerator,428,422,21,28.0,10,511,638.34,143.28,33.6,85,64.8
P00756,2025-09-13,Factory B,Line A,Night,M134,Automatic,OP1095,Television,280,250,11,85.0,8,708,1603.36,429.61,28.1,52,82.1
P00757,2025-02-10,Factory A,Line D,Night,M134,Automatic,OP1032,Washing Machine,453,400,11,88.0,9,533,1755.13,218.83,18.8,73,70.6
P00758,2025-04-08,Factory C,Line A,Morning,M134,Semi-Automatic,OP1008,Television,322,326,7,31.0,12,775,335.85,399.7,19.0,85,85.4
P00759,2025-03-01,Factory B,Line A,Afternoon,M113,Automatic,OP1070,Air Conditioner,280,234,6,76.0,12,607,1466.39,272.23,35.2,42,88.8
P00760,2025-10-29,Factory C,Line D,Morning,M117,Semi-Automatic,OP1077,Washing Machine,406,397,31,80.0,9,636,1317.5,243.54,37.0,54,70.6
P00761,2025-06-24,Factory B,Line C,Night,M129,Automatic,OP1097,Television,452,436,31,0.0,10,821,1229.22,94.33,19.3,62,86.9
P00762,2025-06-25,Factory C,Line B,Morning,M107,Automatic,OP1028,Washing Machine,228,187,8,39.0,10,1084,1372.96,68.74,24.0,74,68.4
P00763,2025-03-22,Factory A,Line D,Morning,M111,Manual,OP1085,Television,259,233,10,66.0,12,969,1528.55,202.19,32.5,49,97.3
P00764,2025-07-09,Factory A,Line C,Afternoon,M123,Manual,OP1041,Microwave,421,398,19,54.0,12,1080,1101.1,348.94,26.1,61,74.1
P00765,2025-05-21,Factory A,Line B,Morning,M117,Semi-Automatic,OP1048,Refrigerator,251,208,10,54.0,12,633,1439.36,339.08,33.9,74,80.1
P00766,2025-02-08,Factory A,Line B,Afternoon,M131,Manual,OP1076,Microwave,320,322,1,99.0,12,1004,2403.36,325.26,23.0,73,83.4
P00767,2025-01-29,Factory C,Line C,Afternoon,M135,Semi-Automatic,OP1057,Washing Machine,210,213,3,60.0,9,1067,277.57,440.3,32.6,44,95.0
P00768,2025-10-21,Factory A,Line A,Afternoon,M116,Semi-Automatic,OP1074,Air Conditioner,481,458,16,71.0,10,1006,152.44,353.14,19.4,85,88.0
P00769,2025-08-17,Factory C,Line B,Morning,M121,Semi-Automatic,OP1030,Microwave,340,309,11,42.0,9,993,2431.45,135.09,30.1,36,65.6
P00770,2025-07-22,Factory B,Line A,Night,M104,Manual,OP1048,Refrigerator,390,351,18,55.0,8,816,2195.39,164.0,28.8,53,83.0
P00771,2025-10-17,Factory A,Line A,Night,M111,Manual,OP1012,Air Conditioner,214,220,14,78.0,9,1069,275.4,315.68,34.4,64,78.1
P00772,2025-02-07,Factory A,Line C,Afternoon,M134,Manual,OP1095,Microwave,257,230,0,51.0,10,306,1596.86,190.73,18.2,55,77.1
P00773,2025-10-27,Factory C,Line C,Night,M130,Manual,OP1086,Television,312,299,18,118.0,10,1032,2181.38,89.86,33.5,48,72.3
P00774,2025-10-01,Factory C,Line A,Morning,M135,Semi-Automatic,OP1009,Washing Machine,231,243,10,118.0,9,973,601.14,153.75,26.5,52,69.3
P00775,2025-01-14,Factory A,Line D,Morning,M125,Automatic,OP1057,Television,291,261,12,6.0,12,749,1058.03,112.39,25.6,42,63.7
P00776,2025-10-24,Factory C,Line A,Morning,M114,Automatic,OP1063,Air Conditioner,269,220,11,95.0,10,725,558.35,443.69,34.0,58,79.1
P00777,2025-08-22,Factory A,Line A,Afternoon,M127,Semi-Automatic,OP1013,Washing Machine,440,441,23,39.0,8,744,2370.26,302.1,22.6,79,63.4
P00778,2025-01-09,Factory B,Line C,Morning,M110,Automatic,OP1023,Air Conditioner,379,334,0,16.0,9,443,1768.17,348.97,19.2,48,94.7
P00779,2025-11-13,Factory B,Line B,Afternoon,M112,Automatic,OP1067,Television,330,298,23,,9,673,2209.79,71.49,21.2,66,
P00780,2025-05-16,Factory C,Line C,Morning,M102,Semi-Automatic,OP1004,Microwave,386,354,1,94.0,9,717,211.6,185.24,30.0,68,66.8
P00781,2025-06-28,Factory A,Line A,Afternoon,M105,Automatic,OP1061,Microwave,231,245,13,109.0,12,437,2156.6,369.01,18.0,65,78.8
P00782,2025-06-15,Factory C,Line C,Night,M107,Semi-Automatic,OP1064,Air Conditioner,311,310,6,16.0,9,827,411.54,425.47,22.5,40,89.7
P00783,2025-11-11,Factory A,Line B,Morning,M117,Automatic,OP1094,Washing Machine,386,365,10,90.0,12,984,1517.88,244.68,37.8,52,90.4
P00784,2025-08-05,Factory B,Line B,Night,M103,Manual,OP1050,Refrigerator,247,221,6,23.0,8,446,1623.11,380.04,22.8,60,72.9
P00785,2025-09-05,Factory B,Line B,Night,M137,Semi-Automatic,OP1058,Television,472,426,29,79.0,10,858,1155.67,341.61,31.1,67,97.0
P00786,2025-05-11,Factory B,Line D,Night,M130,Manual,OP1013,Washing Machine,352,344,24,66.0,10,364,1976.69,206.27,18.5,69,65.0
P00787,2025-02-26,Factory A,Line C,Morning,M123,Semi-Automatic,OP1058,Microwave,296,253,17,120.0,8,1187,2432.03,102.61,34.4,67,67.8
P00788,2025-04-12,Factory C,Line C,Night,M139,Automatic,OP1073,Air Conditioner,293,306,16,6.0,10,852,653.02,427.54,28.6,58,66.3
P00789,2025-03-19,Factory C,Line D,Morning,M118,Automatic,OP1052,Washing Machine,264,251,12,115.0,12,787,1223.21,82.85,36.8,35,63.0
P00790,2025-04-17,Factory C,Line A,Morning,M127,Automatic,OP1019,Microwave,464,440,10,97.0,9,700,1987.15,299.59,25.8,47,69.9
P00791,2025-04-26,Factory B,Line B,Afternoon,M108,Manual,OP1095,Air Conditioner,359,365,21,19.0,9,754,441.78,142.07,24.5,75,64.7
P00792,2025-02-22,Factory C,Line D,Morning,M129,Semi-Automatic,OP1016,Air Conditioner,339,287,19,58.0,9,372,2212.54,345.56,32.4,52,98.0
P00793,2025-05-11,Factory A,Line D,Afternoon,M138,Automatic,OP1091,Microwave,200,167,12,37.0,9,835,347.32,448.98,30.1,73,94.6
P00794,2025-12-26,Factory B,Line D,Morning,M107,Semi-Automatic,OP1093,Washing Machine,303,255,8,81.0,10,729,1700.75,131.78,25.1,35,64.0
P00795,2025-10-27,Factory B,Line B,Night,M128,Manual,OP1035,Refrigerator,428,412,31,71.0,12,921,1345.52,418.23,25.7,73,64.3
P00796,2025-02-18,Factory A,Line B,Afternoon,M138,Manual,OP1091,Air Conditioner,230,172,6,104.0,12,1035,1886.34,172.6,33.8,64,82.9
P00797,2025-07-24,Factory C,Line D,Night,M102,Automatic,OP1073,Television,447,458,1,80.0,10,401,801.46,200.16,18.6,64,94.0
P00798,2025-12-16,Factory B,Line C,Morning,M118,Semi-Automatic,OP1007,Washing Machine,309,279,14,89.0,10,1087,2004.74,113.99,33.4,70,85.9
P00799,2025-03-30,Factory B,Line A,Afternoon,M123,Manual,OP1069,Television,385,356,10,106.0,10,403,2294.01,63.43,26.1,74,79.9
P00800,2025-04-14,Factory B,Line D,Afternoon,M122,Semi-Automatic,OP1047,Television,275,242,5,41.0,8,414,555.5,156.97,28.1,76,82.4
P00801,2025-04-02,Factory B,Line A,Morning,M106,Automatic,OP1092,Air Conditioner,466,413,25,109.0,10,449,1818.13,251.45,25.9,59,64.1
P00802,2025-02-12,Factory B,Line B,Afternoon,M103,Automatic,OP1071,Television,330,273,21,35.0,8,806,638.72,320.41,22.4,49,77.6
P00803,2025-01-07,Factory B,Line B,Morning,M140,Semi-Automatic,OP1057,Microwave,290,287,17,,9,722,546.54,245.39,26.0,71,
P00804,2025-12-28,Factory B,Line C,Afternoon,M124,Semi-Automatic,OP1031,Washing Machine,378,360,17,45.0,8,1009,422.78,390.48,37.7,50,91.8
P00805,2025-02-19,Factory C,Line D,Night,M121,Automatic,OP1078,Television,476,475,22,91.0,9,776,745.92,380.56,27.2,63,79.9
P00806,2025-03-29,Factory A,Line D,Night,M104,Semi-Automatic,OP1062,Television,403,410,4,87.0,10,366,2391.36,142.34,23.0,81,61.1
P00807,2025-08-09,Factory C,Line B,Afternoon,M114,Manual,OP1058,Washing Machine,486,439,34,89.0,10,638,658.15,364.33,28.2,61,65.8
P00808,2025-06-11,Factory A,Line A,Night,M123,Manual,OP1016,Refrigerator,456,396,4,67.0,12,1047,486.9,107.71,37.6,84,90.4
P00809,2025-01-16,Factory C,Line D,Night,M108,Semi-Automatic,OP1012,Refrigerator,271,263,12,73.0,12,1124,1078.18,320.98,20.8,56,67.3
P00810,2025-04-01,Factory C,Line D,Afternoon,M132,Automatic,OP1024,Washing Machine,339,309,12,25.0,9,659,2465.53,294.03,24.8,83,63.8
P00811,2025-11-07,Factory A,Line A,Night,M124,Automatic,OP1022,Refrigerator,311,324,16,1.0,8,634,1023.41,36.75,36.1,71,75.0
P00812,2025-04-07,Factory C,Line D,Morning,M135,Automatic,OP1045,Refrigerator,215,208,4,76.0,10,887,524.63,212.3,34.9,84,67.1
P00813,2025-01-16,Factory C,Line A,Night,M108,Semi-Automatic,OP1038,Refrigerator,256,215,11,,9,904,1344.37,407.6,28.0,73,
P00814,2025-08-21,Factory C,Line D,Afternoon,M108,Manual,OP1071,Refrigerator,493,465,21,31.0,10,444,674.68,372.47,21.8,60,61.7
P00815,2025-12-04,Factory C,Line A,Night,M106,Manual,OP1084,Washing Machine,210,164,8,72.0,12,1075,1411.31,110.4,24.4,63,90.5
P00816,2025-07-26,Factory B,Line D,Morning,M132,Automatic,OP1063,Refrigerator,329,290,10,71.0,12,924,1033.14,236.49,33.7,53,90.8
P00817,2025-01-22,Factory A,Line A,Afternoon,M138,Manual,OP1074,Air Conditioner,208,156,2,82.0,10,1056,215.09,36.88,37.3,59,67.5
P00818,2025-12-17,Factory B,Line B,Night,M124,Manual,OP1090,Refrigerator,455,464,13,12.0,12,490,2241.65,327.77,19.5,48,79.8
P00819,2025-01-24,Factory B,Line B,Night,M108,Semi-Automatic,OP1001,Television,472,486,21,22.0,12,1146,648.09,414.97,26.0,44,65.7
P00820,2025-08-05,Factory C,Line C,Morning,M118,Semi-Automatic,OP1089,Refrigerator,306,288,13,105.0,12,686,767.41,407.96,34.3,66,70.1
P00821,2025-01-22,Factory C,Line D,Morning,M115,Automatic,OP1082,Refrigerator,185,150,1,20.0,12,368,540.06,164.14,36.9,51,98.2
P00822,2025-10-02,Factory B,Line C,Night,M117,Automatic,OP1098,Refrigerator,383,362,12,105.0,9,388,1431.4,236.64,20.5,37,78.8
P00823,2025-04-28,Factory A,Line D,Morning,M106,Manual,OP1009,Television,235,236,13,78.0,10,748,1872.03,212.86,33.4,77,97.3
P00824,2025-06-12,Factory A,Line A,Morning,M122,Semi-Automatic,OP1023,Washing Machine,276,265,14,25.0,8,700,1012.08,427.4,28.1,49,67.4
P00825,2025-12-03,Factory C,Line D,Morning,M129,Automatic,OP1032,Air Conditioner,279,252,16,36.0,9,446,1413.1,159.96,20.2,39,76.4
P00826,2025-11-13,Factory C,Line B,Night,M121,Semi-Automatic,OP1005,Television,453,466,6,87.0,9,306,1014.91,264.15,34.3,84,82.7
P00827,2025-10-16,Factory C,Line A,Morning,M131,Manual,OP1083,Microwave,294,305,9,87.0,12,760,2284.58,126.01,27.8,51,73.8
P00828,2025-03-20,Factory B,Line C,Morning,M110,Semi-Automatic,OP1082,Television,412,366,12,32.0,9,676,1876.01,208.49,24.0,37,78.4
P00829,2025-07-25,Factory A,Line C,Morning,M126,Semi-Automatic,OP1054,Microwave,457,443,28,56.0,12,774,972.54,163.55,26.0,81,81.2
P00830,2025-12-31,Factory A,Line B,Night,M140,Semi-Automatic,OP1060,Air Conditioner,305,293,13,47.0,10,518,1042.79,224.85,28.9,63,72.0
P00831,2025-01-27,Factory A,Line B,Afternoon,M136,Automatic,OP1085,Microwave,499,462,33,55.0,9,753,157.2,112.74,29.3,46,70.9
P00832,2025-11-25,Factory B,Line B,Morning,M127,Semi-Automatic,OP1060,Television,468,464,8,97.0,12,623,1564.86,349.44,28.6,75,95.0
P00833,2025-02-13,Factory A,Line A,Morning,M122,Automatic,OP1041,Washing Machine,229,236,6,95.0,9,518,838.15,53.06,30.5,55,83.3
P00834,2025-06-23,Factory C,Line B,Afternoon,M120,Automatic,OP1072,Television,408,363,28,112.0,9,467,1096.45,251.23,30.4,45,82.5
P00835,2025-12-20,Factory A,Line A,Night,M110,Semi-Automatic,OP1013,Refrigerator,420,400,8,112.0,12,784,1010.49,97.44,18.4,79,99.5
P00836,2025-10-27,Factory C,Line B,Afternoon,M102,Semi-Automatic,OP1086,Air Conditioner,365,324,11,113.0,10,387,2227.58,54.28,20.7,54,87.1
P00837,2025-12-09,Factory A,Line C,Afternoon,M106,Semi-Automatic,OP1078,Microwave,256,257,0,79.0,12,473,976.52,132.4,28.3,68,96.2
P00838,2025-06-13,Factory A,Line A,Night,M116,Manual,OP1040,Washing Machine,192,145,7,55.0,10,341,754.81,447.92,31.1,77,63.2
P00839,2025-03-08,Factory C,Line A,Night,M137,Automatic,OP1039,Microwave,462,473,12,115.0,12,689,1032.15,320.5,23.4,59,73.4
P00840,2025-07-28,Factory C,Line C,Morning,M123,Manual,OP1034,Air Conditioner,442,403,12,62.0,10,573,299.93,216.2,31.4,77,96.5
P00841,2025-01-12,Factory A,Line A,Morning,M105,Automatic,OP1048,Refrigerator,440,441,9,73.0,9,1097,309.73,57.05,32.5,82,92.3
P00842,2025-03-21,Factory C,Line D,Night,M122,Manual,OP1014,Air Conditioner,496,502,7,7.0,9,504,2303.21,418.79,21.7,80,98.1
P00843,2025-12-18,Factory A,Line B,Morning,M106,Semi-Automatic,OP1042,Air Conditioner,181,141,3,60.0,9,1025,2471.03,282.32,21.7,53,89.3
P00844,2025-08-15,Factory A,Line A,Morning,M112,Automatic,OP1034,Television,483,491,34,73.0,9,1016,397.62,348.71,21.8,55,90.3
P00845,2025-07-22,Factory C,Line C,Night,M127,Manual,OP1082,Washing Machine,296,291,6,54.0,10,1144,927.42,127.33,18.1,78,70.1
P00846,2025-02-01,Factory A,Line D,Afternoon,M104,Manual,OP1097,Microwave,262,269,2,86.0,12,312,2445.2,311.66,24.4,84,96.7
P00847,2025-10-19,Factory B,Line C,Afternoon,M123,Manual,OP1062,Washing Machine,365,372,15,38.0,12,620,1410.2,341.61,22.6,45,61.7
P00848,2025-08-27,Factory B,Line C,Afternoon,M130,Semi-Automatic,OP1058,Television,360,323,4,94.0,12,729,2379.12,396.18,33.8,59,99.6
P00849,2025-07-07,Factory A,Line D,Night,M112,Automatic,OP1076,Television,256,220,6,12.0,8,700,1233.49,140.13,22.0,66,75.7
P00850,2025-05-23,Factory A,Line B,Afternoon,M139,Manual,OP1064,Microwave,335,280,13,109.0,9,799,2425.84,50.4,37.2,39,98.1
P00851,2025-03-14,Factory A,Line D,Morning,M127,Semi-Automatic,OP1002,Washing Machine,424,402,10,43.0,10,1000,1584.35,284.94,30.0,68,71.3
P00852,2025-07-09,Factory C,Line D,Morning,M102,Semi-Automatic,OP1048,Microwave,371,370,7,26.0,10,1004,660.25,395.55,24.3,65,91.5
P00853,2025-10-23,Factory B,Line B,Morning,M121,Manual,OP1074,Television,464,436,15,104.0,9,800,1451.92,403.49,24.3,41,75.4
P00854,2025-02-11,Factory C,Line D,Afternoon,M139,Manual,OP1035,Refrigerator,255,229,14,49.0,9,1110,1947.87,327.56,25.3,84,62.4
P00855,2025-11-21,Factory A,Line C,Afternoon,M140,Semi-Automatic,OP1072,Television,306,293,8,40.0,12,621,1551.45,252.93,34.5,76,67.5
P00856,2025-06-01,Factory C,Line A,Night,M113,Manual,OP1065,Washing Machine,485,485,15,101.0,12,733,1781.55,387.4,24.0,48,65.8
P00857,2025-11-30,Factory C,Line D,Morning,M124,Semi-Automatic,OP1100,Television,192,204,14,80.0,12,868,476.75,213.76,24.3,52,78.2
P00858,2025-05-26,Factory A,Line B,Afternoon,M102,Automatic,OP1007,Washing Machine,281,238,17,61.0,10,445,856.64,331.21,29.0,75,77.4
P00859,2025-04-02,Factory B,Line A,Night,M119,Semi-Automatic,OP1073,Air Conditioner,345,310,1,113.0,8,1040,1821.45,81.04,19.3,39,65.6
P00860,2025-03-25,Factory C,Line B,Morning,M124,Semi-Automatic,OP1044,Refrigerator,232,181,6,43.0,8,804,1061.34,51.41,26.3,85,75.8
P00861,2025-02-15,Factory A,Line D,Morning,M108,Semi-Automatic,OP1030,Television,259,204,1,82.0,8,353,1642.97,321.35,27.6,37,68.8
P00862,2025-03-12,Factory C,Line C,Afternoon,M125,Manual,OP1086,Microwave,299,295,0,65.0,10,804,156.43,328.77,26.3,39,61.6
P00863,2025-04-17,Factory A,Line D,Morning,M123,Manual,OP1011,Air Conditioner,481,492,23,65.0,9,706,610.67,252.9,36.3,82,84.9
P00864,2025-07-11,Factory C,Line D,Morning,M113,Manual,OP1033,Washing Machine,316,260,6,41.0,10,702,386.0,146.29,18.6,73,98.7
P00865,2025-04-15,Factory A,Line A,Morning,M125,Automatic,OP1096,Television,442,406,12,97.0,10,1152,1755.4,116.1,29.9,54,74.4
P00866,2025-10-18,Factory B,Line B,Night,M102,Semi-Automatic,OP1002,Television,207,193,5,110.0,10,511,1299.02,330.98,32.4,64,99.4
P00867,2025-09-09,Factory B,Line C,Night,M116,Automatic,OP1079,Refrigerator,488,482,0,109.0,8,934,220.07,29.77,23.5,35,72.1
P00868,2025-03-23,Factory A,Line A,Afternoon,M114,Manual,OP1025,Microwave,375,318,23,112.0,10,377,771.95,302.79,23.9,37,95.9
P00869,2025-05-15,Factory B,Line B,Morning,M102,Semi-Automatic,OP1023,Refrigerator,334,331,3,11.0,9,766,2187.5,271.41,29.1,52,60.9
P00870,2025-02-02,Factory C,Line B,Morning,M105,Semi-Automatic,OP1087,Microwave,468,422,1,4.0,12,742,2093.08,200.28,37.5,71,95.9
P00871,2025-12-30,Factory B,Line D,Morning,M118,Automatic,OP1086,Washing Machine,212,192,6,30.0,12,1129,104.68,301.33,35.5,62,82.4
P00872,2025-01-25,Factory B,Line C,Morning,M139,Semi-Automatic,OP1059,Microwave,430,416,10,47.0,10,1043,1422.46,86.92,32.7,57,76.3
P00873,2025-07-10,Factory B,Line C,Afternoon,M110,Manual,OP1097,Microwave,477,441,34,52.0,10,742,307.47,132.61,20.8,57,85.8
P00874,2025-12-15,Factory A,Line A,Afternoon,M133,Manual,OP1019,Air Conditioner,410,356,10,69.0,9,1171,2016.97,84.3,34.3,48,93.0
P00875,2025-08-03,Factory A,Line A,Night,M107,Manual,OP1001,Washing Machine,382,387,29,70.0,9,1057,644.28,326.65,24.7,42,73.0
P00876,2025-07-22,Factory C,Line D,Morning,M137,Semi-Automatic,OP1096,Microwave,371,316,22,96.0,8,531,1637.13,217.8,34.7,83,67.5
P00877,2025-02-25,Factory B,Line B,Morning,M120,Automatic,OP1097,Microwave,180,131,4,105.0,9,854,1631.8,429.41,21.8,36,61.2
P00878,2025-04-06,Factory C,Line A,Morning,M117,Semi-Automatic,OP1016,Microwave,241,230,11,84.0,12,310,1774.76,152.59,25.8,48,72.2
P00879,2025-09-02,Factory C,Line A,Night,M132,Automatic,OP1064,Washing Machine,497,437,22,3.0,10,1017,1236.63,364.08,33.1,84,63.9
P00880,2025-12-17,Factory B,Line A,Afternoon,M103,Semi-Automatic,OP1098,Refrigerator,480,451,30,32.0,8,384,688.93,378.02,30.6,41,78.2
P00881,2025-11-06,Factory B,Line A,Afternoon,M120,Manual,OP1100,Microwave,352,337,6,78.0,12,397,124.71,79.56,35.3,84,61.1
P00882,2025-02-05,Factory C,Line B,Afternoon,M118,Manual,OP1073,Microwave,439,398,3,32.0,8,1014,1340.17,98.92,27.0,45,61.6
P00883,2025-08-07,Factory A,Line B,Morning,M113,Semi-Automatic,OP1063,Television,487,460,0,49.0,9,1091,1004.13,153.47,22.5,78,83.3
P00884,2025-08-16,Factory C,Line A,Morning,M111,Automatic,OP1017,Air Conditioner,432,418,1,56.0,12,675,2006.41,207.74,32.2,79,74.7
P00885,2025-08-03,Factory B,Line A,Afternoon,M128,Manual,OP1090,Microwave,458,460,4,8.0,8,569,2206.67,307.5,27.5,67,96.8
P00886,2025-01-13,Factory A,Line A,Night,M112,Manual,OP1026,Microwave,250,250,17,47.0,10,789,260.37,360.75,21.7,61,64.6
P00887,2025-04-14,Factory A,Line C,Morning,M126,Automatic,OP1048,Refrigerator,200,186,8,,8,415,1358.95,138.0,28.6,54,
P00888,2025-05-05,Factory B,Line B,Morning,M131,Semi-Automatic,OP1062,Television,250,225,3,22.0,12,866,1620.15,255.1,34.1,44,86.7
P00889,2025-02-04,Factory B,Line A,Night,M111,Automatic,OP1081,Microwave,441,438,23,120.0,9,1147,729.92,50.36,26.6,55,91.2
P00890,2025-12-10,Factory C,Line C,Afternoon,M129,Manual,OP1029,Television,194,185,7,78.0,12,961,2192.49,295.02,22.8,68,71.5
P00891,2025-11-04,Factory A,Line D,Morning,M136,Automatic,OP1091,Television,218,178,12,82.0,8,678,765.73,144.35,31.0,56,72.1
P00892,2025-06-07,Factory B,Line D,Afternoon,M138,Manual,OP1072,Air Conditioner,454,428,8,60.0,10,393,1759.42,439.47,28.7,74,85.3
P00893,2025-05-19,Factory B,Line B,Afternoon,M121,Automatic,OP1073,Television,308,289,11,39.0,9,1145,904.0,312.34,23.6,73,77.0
P00894,2025-12-19,Factory B,Line B,Night,M124,Manual,OP1070,Air Conditioner,276,274,10,26.0,12,895,1348.27,74.81,32.5,53,85.5
